,Questions,Answers
193,How do I choose between two guys?,"Hi there. Wow, this sounds like a sticky situation; however, I’m here to help guide you through this decision. First and foremost, you must ask yourself, if you ever loved your sons’ father or was it a situation to where you two got pregnant and stayed together for the child. It’s very common to stay with your partner when a child is involved regardless, if love is involved or not because “it’s the right thing to do.” Right? Well, not entirely. Although, staying with your partner because you have a child together may seem right, in fact, it hurts the child in the long run. If you are not love with your partner, you will show distance, unhappiness, sadness, possibility of frequent arguments and cheating. When a child grows up in the home and witnesses these types of emotions & behaviors it is unhealthy as he/she will expect their own relationships to be such. As a responsible adult, you are supposed to be there to shape and model the future for your child. Just remember, what you do, your child will model. Secondly, do not sell yourself short from love. Everyone deserves to be happy and to have someone to share their love and intimacy with. However, being in love with someone you have never seen before can be very risky. Honestly, that sounds like lust and the longing of love. Humans have needs and when people are unhappy in their current relationship, they often seek out what they need. If you decide to pursue the second relationship, I would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days. Finally, I am not convinced that this has anything to do with choosing between two guys. This seems as if you are making a decision to end the relationship with your child’s father or not. You should ask yourself, if you were in love with your child’s father first off. If you were, you would have never sought after love. I hope this was helpful for you and I hope I was able to shed a different light on your situation. Take care of yourself!"
194,How do I choose the right path with my boyfriend?,"Forgetting one's emotions is impossible.Since you are in a relationship with this guy, your emotions keep your feelings active toward him.Does he respect your upset with his lifestyle choices?Are the two of you having conversations about your opinions on him?You're as entitled to dislike what he does as he is to like what he does.Since you're together in a relationship, respect for the other's values and how best to live life, matters.He may be as unhappy about your dislike for his lifestyle as you are with his.Try to know whether he's willing to change to accommodate you.Study whether you're willing to change to accept his ways.See whether the two sides are close enough to be different from one another and still be happy together.Then, if the answer is ""no"", you can consider to separate from him and your emotions gradually will recuperate from leaving the relationship."
195,How do I cope and rebuild my life after ending an 11 year abusive marriage?,"I am very sorry to hear of your struggles. I think that it is normal to struggle to get your feet under you again after a divorce, especially after leaving a relationship that lasted 11 years, so try not to be too hard on yourself. Take it one day at a time and do the best you can.I notice that you said he left you. This tells me that you didn’t have the strength to leave him on your own despite the fact that you say he was emotionally and mentally abusive and also cheating on you. Low self-esteem can keep someone in a bad relationship because they think they can’t do any better. Also, abusers will make you think that they are the best thing you can get. The way I see it, he did you a favor. You are now free to make your own life whatever you want it to be. Take this time alone to work on you. As hurtful as it may be that other people don’t want to help you, this is something that you need to do for yourself without feeling like you need someone in your life to take care of you. Your statement “I don’t feel like I exist anymore” tells me that in addition to low self-esteem, you also don’t have a clear sense of identify and rely on the people in your life to help define who you are. People can and will let you down. It is important for you to learn to handle disappointment, learn to take care of your own needs, and to gain a stronger sense of self. Do nice things for yourself every day because you deserve it. Even if it is just to soak a little longer in a hot bubble bath, do something that makes you feel good. Find a hobby that you enjoy. Look in the mirror and tell yourself some positive affirmations daily. Google “positive affirmations” to find some that resonate with you. Such statements might be “I am a good person who deserves to be happy” or “I can do this.” Some relaxation and meditation exercises may help you as well. There are some free meditation exercises that you can find online by doing a simple Google search.Take this time to focus on you and try not to worry about what everyone else in your life is doing. When you are a happier, more stable person, the right people will come into your life without you even looking for them. Good luck with rebuilding your life. I know it is hard! Remember to take it one day at a time."
196,How do I cope or motivate myself without pain,"It sounds like you are feeling helpless and out of control, you are concerned about your behavior, and at the same time you feel compelled to continue it. In working with a therapist, you may be able to get insight into what is motivating these behaviors, develop strategies for taking care of yourself, and get a stronger sense of who you are motivated to be when you are your authentic self."
197,"How do I cope with ""never being good enough?""","Hello, and let me say first, what a great question! There are so many people putting forth their 100% everyday and often times, do not get the credit they deserve. Without being able to fully understand where you're question is coming from, I think there are a couple of different ways to look at this question.First, I think it's important for us to consider the message being sent by those in your life stating that you're ""not good enough."" Is that ACTUALLY what they said, or is this just what you heard? Sometimes, because of our own self-doubts and fears, we skew and misinterpret the messages we receive from others. Again, listen to the message being sent and attempt to remain objective. Is the message being sent coming from a place of love or concern? If so, have an honest and open communication with that individual about what your concerns are regarding the amount of energy and time you're spending on being ""good enough."" Explore with them how you feel you'r already giving your best.If the person is unwilling to work at understanding this concern you have, then it may be time to explore the relationship. Some relationships we engage in can be toxic, especially if the other person is toxic. It may be they have their own ""stuff"" going on and they feel the need to constantly put others down to make themselves feel better. If you're in the direct path of this individual, then it serves to reason you will probably be in the direct fire, as well. Explore whether or not you want this relationship to continue in your life. If it's a relationship that MUST continue, then work on what you will do to distance yourself from their toxicity or their problems. Until they're willing to work on these issues for themselves, then it may be necessary to find an exit strategy, such as leaving the room or simply refusing to engage in the conversation. Another perspective of this question is exploring the reason why it's important for YOU to satisfy the expectations of these other individuals? NO ONE will ever be 100% ""good enough"" for EVERYONE. Every single person has their own set of expectations in themselves and expectations in others. It would be impossible to satisfy all of those expectations for every single person in our lives. The question becomes, what is it WITHIN you that feels the need to meet these expectations? There is most likely a part of you, yourself, as an individual that feels ""less than"" and feels as if you, yourself, are not good enough. It then becomes impossible to every feel ""good enough"" for others, because it's really YOU you're trying to feel good enough for. If you already feel as if you're doing everything you can do to be at your best version of yourself, then really work on LETTING GO of the rest. No one is perfect, and striving for perfection in our lives only creates more anxiety and stress. Find a middle ground in which you are happy with your accomplishments and your daily goals, and learn to let go of what's left. After all, tomorrow is a new day and you can work on more of your goals tomorrow!I recommend doing this by finding a mantra, a statement or phrase you can repeat to yourself anytime you start to feel that sense of stress and pressure from striving for perfection. The mantra can remind you to let go of this expectation you have for yourself or that others have for you so you can also let go of the stress and anxiety surrounding the expectation. I leave you with one of my favorite quotes that perhaps you can use as your mantra, ""No one can make you feel inferior without your consent. "" - Eleanor Roosevelt."
198,How do I cope with bad thoughts?,"It's sounds like you are feeling pretty overwhelmed with intrusive thoughts and are feeling very criticized by others as well. I think it is great that you are reaching out and I can tell that you want this to change. Working with a competent therapist may be a good option for getting some more clarity about what is going on, developing ways to cope, and eventually getting relief from these overwhelming experiences."
199,How do I cope with posttraumatic stress disorder and its triggers?,"Have you tried counseling?  Having PTSD from multiple abusive sexual experiences is very overwhelming for one to handle alone.  You may need the guidance, experience and support of a professional to identify all the triggers that effect you and obtain the best coping skills that would work for you."
200,How do I cope with separation anxiety while boyfriend is out of town?,"In a way, yes, you have separation anxiety. It's normal in a relationship for us to slow down a bit with the attachment behaviours that establish and deepen love and connection. So, just because your boyfriend isn't talking as much or keeping you up-to-date doesn't necessarily mean what you fear it means...that he's forgotten about you or loves you less. It could mean quite the opposite...that he's focused on being successful in his new job and impressing you. He may think he's loving you more, but you feel loved less. You have two jobs to do here. The first is to manage your anxiety by ""talking back"" to the thoughts it puts into your head. It sounds like ""It's normal to be insecure, but I have tons of evidence that he loves me and that I mean the world to him..."" Find that evidence that helps you refute what anxiety is trying to claim. The second part of your job is to let him know what you need. You need more affection and connection during this period when he's away (more texts, phone calls, information). It's okay to want that, and I am sure he will be relieved to know exactly what he can do to help you feel secure and calm when he's away."
201,How do I cope with the feelings like I'm not good enough?,"I recommend that you seek professional services to address the trauma you experienced. EMDR has been proven to be very effective in treating trauma. In addition, a support group might be helpful to find a more stable support network. Either a support group for victims of rape or sex/love addiction www.sa.org sound appropriate. Whichever group resonates the most with you will be the most helpful. If you have any additional questions or concerns, please feel free to ask."
202,How do I deal with a lack of intimacy and partner's addiction to solo sex and porn?,"It sounds like your in quite a rough place, my recommendation just based on what you type might warrant a visit to a psychotherapist to resolve what may be going on, I am not entirely sure but it sounds like he might have a bit of a sex addiction problem. One thing you need to ask yourself is ""Am I happy?"", ""Do I feel loved?"", these are deep questions, but the answers to those questions will give you a direction to travel in."
203,How do I deal with a man who only contributes financially?,"After eight years and two children’s, people change.  I suggest to talk to him about how you feel, let him know that although he is gone for a long time, his presence as a husband and father are required and important.  Ask him if he will be willing to engage again and how he would like to do so.  Many times when the dads are away, moms design a perfect routine and they feel like they will disturb it.  Make alone time and family time for him, so you can reconnect as a couple and then as a family.¿Cómo trabajo con un esposo que solo contribuye económicamente?Mi novio de ocho amos y padre de mis dos hijos es camionero. El nunca está en casa y solo contribuye financieramente. No provee apoyo en ninguna otra forma. El viene a casa cuando puede, duerme, provee dinero y se va otra vez. No puedo lograr que haga nada conmigo y los niños. Solo duerme y trabaja.Después de ocho años y dos hijos las  personas cambian.  Te sugiero que hables con tu pareja sobre cómo te dientes, déjale saber que aunque el esta fuera la mayoría del tiempo, su presencia como pareja y padre es requerida e importante. Pregúntale si el está dispuesto a comprometerse  ser parte activa de la familia y como lo haría.  Muchas veces cuando los papás están afuera las mamás desarrollan rutinas que luego ellos no quieren interrumpir.  Crea tiempo a solas para dedicarle a el para que puedan reconectar como pareja y luego como familia."
204,How do I deal with a weird fetish I'm afraid of opening up about?,"This is difficult to answer because you don’t tell us what the fetish is.  I do understand that this is something that is bothering you though. The first thing to ask yourself is if this is something that is illegal or not.  If this is illegal to engage in, then you need to seek counseling help immediately to control the urges.However, if your fetish is not something illegal and you just feel that it is something odd, a therapist could still help you deal with these feelings.  You may find that it is something very common and not something to be ashamed of.  You may find other people have the same interest as you.  Find a therapist that you can trust and tell them.  Don’t hold back with your therapist.  Trust me, they have heard and seen it all by now, and they can help you either stop the behavior that is causing you distress, or help you come to terms with accepting the behavior as part of who you are.  There is no need to suffer with this alone."
205,How do I deal with all of my disorders?,"I am so sorry to hear that you are struggling.  It sounds like you've had a traumatic experience that has impacted your life in many ways.  Without knowing much about your history, I wonder if the trauma you suffered has lead to the anxiety, anger, and memory problems you are dealing with, in addition to PTSD.  I would encourage you to look for a trauma therapist who offers a sliding scale or pro bono services.  There may also be community mental health services in your area that offer free therapy if you are eligible for grant."
206,How do I deal with bullying at school?,"That's a very difficult situation that you are in. But you are not alone. I have several school-aged clients who find little to no assistance from their teachers at their schools regarding bullying.There are a few options that are available to you to help deal with being bullied at school. One option that I would suggest is for you to talk to your support network. Friends and family can sometimes be good sources of support. Another option would be to speak with us about your counselor, if you have one. And third, there are some excellent online sources of support regarding the bullying at school (www.stopbullying.org)."
207,How do I deal with depression?,"First of all, if you’re sick and in pain, have you seen your doctor? If you have a chronic illness and pain, this can often lead to depression and is very common. You’ve taken the first step to dealing with it. You can talk to your doctor, even if your depression isn’t related to your health. He or she can either look at prescribing you an antidepressant or can refer you to a psychologist or psychiatrist.If that’s not really an option for you, there are also helplines (local or national) or support groups where people dealing with similar issues can talk to each other. If you can't find any in your area (newspapers usually publish this information), there are online support groups as well."
208,How do I deal with my alcoholic boyfriend with a dark past?,"You shouldn't need to educate yourself on violent outbursts.  He is the one in the position to change his violent outbursts.   They are his behavior, not yours.  All you're trying to do is have a relationship with this guy.The one task to do is during a quiet time to tell your boyfriend the way you feel about his outbursts.His answer, whether he denies having a problem, blames you for his problem, tells you the problem isn't so bad, why are you complaining, tells you a lot about his willingness to change.Whether or not he considers himself to have a problem and wants to change himself, is very good for you to know.This tells you what to expect from him in future.   You can reflect and plan ahead for your own life depending on your tolerance and willingness to live with what he answers you."
209,How do I deal with my husband being mean to me?,"I don't know how long you have been married, but this might be a time to explain to your husband what you wish he could do for you in this moment. It could be that he is showing that he is getting mad at you because he is worried about you and it is just coming out wrong. Maybe he would be open to an honest discussion?"
210,How do I deal with my son's violent thoughts and dreams?,"Let me start my stating this is important to take seriously - taking to his PCP, getting a referral to a pediatric specialist, and getting him to a relational psychotherapist would be my first tasks. I wont label this occurrences as ""normal"" yet it is important to note these things do occur. My first observation is to say that it is a tremendous advantage that your son is communicating what he is experiencing. I'd encourage him to continue to do so, no matter the extent of his thoughts - his trust of you being able the handle his experience is of utmost importance. His containment and sense of security is also dependent on your reaction to what he shares. Seek professional help, communicating your support, including a plan of action, and reassuring him you will figure this out together will help you as you begin."
211,How do I deal with my trauma?,"As you seemed to have learned, the impact will not just ""go away"". Treatment of trauma is like surgery, it requires a skillful clinician to help resolve it. While you are contemplating getting help, you can focus on calming techniques like meditation and yoga. They will aid you when you begin the therapeutic process."
212,How do I deal with parental figures who have hurt me?,"It sounds like you have been thinking about how past hurts have influenced you, and when you try to talk about these hurts with people in your life, you are feeling invalidated. It also sounds like current conflicts are continuing to leave you feeling hurt and devalued. In working with a therapist, you may be able to get some clarity about your past, who you are, and what kinds of boundaries you want in your relationships, so that you can lead a life that is more satisfying to you."
213,How do I deal with sexual tension?,"Hi Montreal, I'm glad you wrote. What you're experiencing is normal. We're sexual beings. We have a built-in desire to connect sexually with others, because it feels good, to keep procreation going, and mostly to ""connect"" with other people, because connecting with others makes us feel fulfilled and valuable. Sexual desire is a healthy part of you. Maybe your body is telling you it wants to dive into that water and taste it instead of just staring at it? It sounds like you're beginning to explore yourself sexually, and that's okay.At your young age, you also have another innate burning desire, and that is to know yourself. I see both of these desires burning and competing in you. It's a bit of a crazy time...you want to connect with others but you're not sure who you are or what you want from them. You want to know yourself but you can't learn about yourself in a vacuum. It's okay to trust your instincts. It's okay to connect sexually with others, as long as you're preventing disease and pregnancy and you know how to protect your boundaries. But even as I write this, I think maybe I'm being controlling and overprotective of you; it's your body and you're in charge of what happens to it! (But I do want you to be safe...whatever that means to you). Maybe talk to someone you trust. With each encounter you have with other people (sexual or not), you will learn more about yourself and what you want, both sexually and just in relationship or friendship. You will develop a sense of who you are.Have you tried to get to know yourself sexually? This is a super place to start, and knowing how your own body works can give you confidence when you eventually connect with others. When you explore your own body, what feels good? What brings you to orgasm? I wish you well as you explore both who you are and how it feels to connect with others safely. :)"
214,How do I deal with the break off of my engagement?,"Somehow you knew the marriage wouldn't have a good start if your fiancé was cheating on you.Congrats on your intuition and following your intuition.An engagement breakup is full of disappointment and sometimes talking about the particular points help the couple to clarify and possibly set the relationship on new terms or feel more confident in the breakup.I suggest you identify what topics re the relationship you'd like to clear up with your ex.If both of you are having touch and go conversation which doesn't address the deeper and more troubled areas which led to the cheating and breakup, there is a chance you both will go down a similar road of casual and light conversation which hits the wall of the deeper obstacles between both of you.Your friends and family don't need to know anything until you feel ready to tell them what you decide to tell them."
215,How do I discipline a child with autism?,"Behavioral interaction with someone who has severe autism requires highly specialized training, both for any professional staff involved with the person and for the family members.It is an unfair situation for both the person who has autism as well as the campers who do not, to expect both sides to get along harmoniously.In order to achieve this, the campers would need specialized training to know how to respond to distress in the camper who has autism.This would obviously stretch and burden the summer camp budget as well as provide an activity which usually isn't part of summer camp for children.What you can do which may be productive in helping the camper who has autism, is to point out the interaction difficulty to the summer administrators.Ultimately it is their problem to only take campers who are able to reasonably adjust to socializing together and from what you write, the administration has overreached whom they consider reasonable camper mates."
216,How do I end an unhealthy relationship?,"I'm glad you recognize your own best interest and that your life will be much better without verbal and emotional abuse.One of the terrible results of being abused in a relationship which is expected to be loving, safe and supportive, is that the one who is being abused, starts to question their own judgement, rights, opinions, overall way of thinking.This happens because partners who are intimately involved with one another are very meaningful.  Regardless of how irrational, wrong, mean, selfish, intimidating, thoughtless, a partner is to the other, the person on the receiving side gradually starts questioning whether they are wrong for not accepting these sorts of interactions.Stick with what your own intuition tells you.There is a part within each of us which knows the truth of what is going on.Leaving a relationship is always difficult to some degree.  People are in familiar patterns of daily behavior, no one wants to suddenly ""be alone"", even if this only means showing up as a physical body, not as a truly loving partner, no one wants to start telling others about a breakup, answer questions about it, feel blamed, worry what others think.These are secondary matters to following the truth in your own heart.Listen to yourself about leaving this guy. Your inner self does not lie to you."
217,How do I fall back in love with my wife?,"First things first!  Friendships that develop in times of struggle may be a great emotional support, but also become confusing there's sexual attraction. And entertaining a tough is only going to make it a stronger target.  Careful with that friendship! You do not want to fill your marriage's void with another person.  Even when you are in a friend zone and not having intimacy with this person, you may be developing a special bond, sharing interest and activities that may lead to a deeper connection.  Ask yourself how you would feel if your spouse was having a friendship like that.Then try to refocus on your marriage. I suggest being transparent and talking to your wife about your feelings and concerns.  Ask her what you could do to reconnect, make some suggestions and dedicate time to practice them.  Make time in both of your schedules, make an effort to have lunch together, or to text during the day.  Remember that a marriage is like a very good friendship with benefits, but sometimes the responsibility kills the fun.¿Cómo puedo volver a enamorarme de mi esposa?Mi esposa trabaja tarde casi todos los días, la amo con todo mi corazón, pero no siento la intimidad como antes.  Ya no tenemos sexo, lo cual me molesta tremendamente.  Me he acercado a una amistad del trabajo, lo cual no ayuda.  Nada pasara, pero hay pensamientos al respecto.Primero lo primero! Las amistades que se desarrollan en momentos de crisis pueden ser un gran apoyo emocional, pero también pueden convertirse en algo nebuloso cuando hay atracción sexual. Entretener pensamientos al respecto solo lo va a hacer un reto más grande.  ¡Ten cuidado con esa amistad! No quieres llenar el vacío que deja tu matrimonio con esta nueva persona.  Aunque no estés teniendo intimidad con esa persona, puedes estar creando una conexión especial, compartiendo intereses en común y actividades que los unen más aun. Pregúntate como te sentirías si tu esposa tuviera una amistad así.Intenta reenfocarte en tu matrimonio.  Sugiero que seas transparente con tu esposa y le dejes saber tu preocupación y como te sientes con el distanciamiento.  Pregúntale que le gustaría hacer para reconectarse, sugiérele algunas ideas y dediquen tiempo a las mismas.  Hagan tiempo en sus agendas para ustedes, hagan un esfuerzo para almorzar juntos, y comunicarse durante el día, aunque sea con textos.  Recuerda que el matrimonio es como una muy buena amistad con beneficios y muchas veces las responsabilidades matan la diversión."
218,How do I fight inner loneliness from depression and a severe anxiety disorder?,"If you are someone who usually has a job, pays or contributes to household bills, and generally manages your own daily life, then here are some suggestions.Start with small changes in your life so that you will feel successful in developing little areas of personal happiness.Since the people whom you currently are in your life ""aren't helping much"", consider branching out your life so that you are with those with whom you do feel help you.Follow your natural interests.  If you like reading, look online for a local book club.   If you like watching birds, look up a bird watching group.Social isolation increases the intensity of negative feelings.Also, the way healthcare is set up in the US, psychiatrists spend 15 minutes asking a person questions and then giving them a pill script.    There is almost no human interest in the person.If you'd like feeling better as a person, then find people.   Relying only on our mental health system will keep you feeling low and unsteady.If your life is a little more sheltered and you are in a group home setting or your basic needs are taken care of by someone or some organization, then similar advice is still valid.Find and participate in whatever human settings which appeal to you and are available on a somewhat regular basis."
219,How do I find a therapist for my family as a minor?,"This sounds like a really tough situation.  As a teenager, you may be able to get counseling on your own (without needing your parents' consent) under some circumstances.  If your parents are refusing to consider counseling, you might want to try talking to your doctor or another trusted adult about finding some counseling resources - even without your parents' help."
220,How do I find happiness after my boyfriend passed away?,"I am so sorry to hear of your boyfriend's passing. Grief is something that can take a long time to recover from. Have you considered speaking with a grief counselor? Being able to speak with someone that specializes in grief would be very beneficial. Do not get down on yourself for not recovering quickly. This is one of the hardest aspects to deal with in life but eventually you will be able to move forward. In the mean time, immerse yourself with positivity (i.e. Good friends, hobbies, exercise) and try to schedule a time with a counselor. Perhaps there will be a support group you could also join. Oftentimes, it is comforting to meet others who share the same experience as you.Good luck to you. I hope you will find peace and comfort soon."
221,How do I find myself?,"What exactly is it that you are looking for? Different people define themselves in different ways. For example, one person may define himself by his values and morals while another identifies herself by her personality and characteristics. Still, another person may define himself by his interests and hobbies. Learning who you are as a person can take time and life experience. At the same time, who you are may change according to what experiences you have had and how you have dealt with them or felt about them. Try viewing the journey of finding yourself as exciting and ongoing. Allow yourself to feel emotions and learn how they relate to the experiences you have. This may help you to know more about what you value, what you like and dislike, and what you want for yourself in life. Best of luck to you!"
222,How do I find out the cause of my depression and anxiety?,"It could be really helpful to see a counselor/therapist about your increasing depression/panic symptoms. Finding out the cause of depression/anxiety isn't always as straightforward as it seems, since both issues tend to become patterns we engage in rather than solely related to a specific trigger/reason. For example, if I am feeling down about a particular circumstance in my life, then I start seeing life through this lens of feeling down, and typically I'll start to see a lot more that I get down about, and it can really build very quickly on itself. Same with anxiety. Obviously, this is a very simplified example and it can be very difficult to see how the pattern is maintained, but that's where working with a counselor/therapist comes in. I would be curious about whether you can start to notice the initial sensations of panic, and if you can (through the panic attack) continue to maintain awareness of the actual physical sensations. Even better if you can talk yourself through the sensations you're feeling - such as saying to yourself ""Okay, I'm breathing really rapidly, and my heart is racing, now my palms are sweaty and my chest is feeling really tight..."" Reminding yourself that it's just your body's reaction to stress, and while it might be overreacting right now, you're okay and eventually it will go away. I highly recommend the SAM for Anxiety Management app for the anxiety piece, and I wouldn't be surprised if addressing the anxiety helped to address some of the depression too."
223,How do I fix my marriage?,"Chances are, if you really think about it, there were signs that something wasn’t quite right in your marriage. You may have passed these things off as being the normal ups and downs of a marriage, but whatever it was (or wasn't), it's obviously bothering your wife. I would say yes, keep trying to fight for your family, at least until you know what the problems are from your wife's perspective and if they're repairable. Ask your wife if she’s willing to try to work on the marriage and then see a marriage counselor. Just be sure you’re open to hearing what's said and try not to get defensive if she blames you for some things.Even if your wife is adamant about getting a divorce, that doesn't mean you’re divorcing your daughter and you should make sure she knows that. Continue to be a part of her life. And although it may be difficult, if a divorce does happen, try to be as amicable as possible with your wife so your daughter isn't further impacted by this new family dynamic."
224,How do I fix my relationship?,"My empathy goes out to you. Relationships are tough enough and i'm sure your partner being distant has been upsetting for you. You are confused and want to mend the relationship with him, but are finding it so hard to do. Relationships require both people to work consistently in order to keep them happier, but if it is only you that is actively trying to repair the relationship, it can be emotionally draining. Perhaps expressing you feel using I, you statements can be beneficial. Do not accuse him or use ""you"" statements like ""you are so distant""  or ""you don't even care"".Start out sharing your feelings by saying ""I feel sad when you don't return my phone calls"" or ""I feel confused about our relationship ever since you have been keeping to yourself"". He may have a valid point, or might have been hurt by the argument and retreated as a result of it. Regardless of why, use this time as a great opportunity to practice healthy communication. If you think you are not ready for a conversation like that, couples counseling can be excellent. You will have a skilled facilitator guide the conversation and help you both communicate with one another."
225,How do I fix or leave a bad relationship?,"There are a lot of pieces to the decision of whether to stay or leave. Can you have open conversations about your concerns? Is he able to listen to that? I'm not sure how you know for sure that he lies and cheats, but does he recognize these things as problems? Which part of you is bigger: the part of you that wants to stay or the part of you that wants to leave? Can you consider what you want, wish for, and desire while also considering the same for him? Can he do that for you?"
226,How do I get back on my feet while going through a bad divorce?,"Going through a divorce is often a very low point for the people involved.Are you surprised that your soon to be ex doesn't help with your teenage daughter?Usually patterns and dynamics in parenting are not  sudden developments.Is it possible that what you're feeling now is more intensity to the stress of parenting by yourself, not that this is a sudden problem?This is relevant because you may be more familiar and more capable than you're giving yourself credit.  The lack of emotional support is definitely stressful.Your parenting skills may still be at the level at which they were prior to the divorce.Take your emotional weariness seriously and reflect on the various ways of stress relief which are available and interest you.Give yourself extra time to rest, nurture yourself and be flexible in finding what feels right for stabilizing yourself.Since you talk about your daughter and help in physical ways, if it is a matter of strength that you need, talk with your attorney so that the child custody agreement includes whatever is physically necessary in the way of strength, in taking care of your daughter.The Courts are very good at making effort that the custody agreement offers proper care to the kids."
227,"How do I get back to my fun, happy self again?","I really love that you're taking responsibility for your pessimism here. There's a modern parable about two young brothers. One child is in a room full of every toy you could imagine, and he's miserable; the other is in a room full of horse manure, and he's flinging it around with joy. So then someone comes and asks the first boy why he's so miserable, because he has so much. He says that he's missing the one toy that he really wants. Then the brother is asked why he's so happy in a room full of manure, and he says ""With all this sh-t, there's gotta be a pony in here somewhere!""Happiness is a state of mind, and I hear you saying that you used to be happy, so maybe this means you believe it's possible. That's a wonderful start.Research on depression shows us that it is very linked to pessimism. You say ""I always see the worst end of things"". That's pessimism. Life is like an elephant. If all you see is roughness, backup and walk around; the view will change. The key to optimism is to build your ability to see the bad things in life as 1. temporary (this will pass. I know how to fix friendships), 2. Specific (not involving the whole of your life), and 3. not your fault (tons of people fail road tests). On the flip side, it helps if we can see good things as 1. more permanent, 2. bleeding into other areas of our lives, and 3. something YOU created. Not taking credit for good things and blaming yourself for the bad ones is typical especially of women. The feelings you are having are temporary; you're in a slump and it's a good time to sit down and look at how you can make the picture look different. I think you know how; but you lack energy right now. If tackling this on your own isn't enough, a therapist can help you take that step back to look at the big picture and help you rebuild your natural resilience and capacity for joy. I wish you the best."
228,How do I get my dad to understand that I don't want him to date or marry my best friend?,"Hi Lincoln,It can be very difficult for children who have lost a parent to then see their other parent moving forward with anyone, so I understand how this change is even more upsetting to you. And...your father and your friend have clearly established a friendship and fallen in love. Did you see this coming? I hope they didn't hide it from you. If they did, maybe this is the issue? It would be a legitimate one.But in the end, your father, and your friend, are adults who are free to fall in love with whomever they wish and hopefully they can count on the support of people who trust and love them. Could there be blessings here you haven't seen yet? It seems you love this person who is like a sister; could it be a good thing that her place in your life is more permanent?Ask yourself these questions... ""What is the worst part of this?"" ""What do I fear losing?"" ""What do I fear at all?"" ""What is the evidence that this will happen?"" The answers might surprise you. Your children will follow your lead. If you are supportive of their grandfather, they will follow suit. Hopefully you can grieve the change, know that your mother would likely want both of them to be happy, and embrace the blessings that come with having this woman close to you in a new way. I wish you the best."
229,How do I get my ex-girlfriend back?,"Were you happy with the ways she satisfied you?A relationship is happiest if each partner concentrates on the happiness of the other.Strange for someone who was treated badly to describe themselves as bored, rather than say they feel hurt.Is it possible you are being self-critical about your behaviors toward your ex girlfriend? Either she is unaware of her feelings or not being fully truthful with you about her feeling badly treated.Since she's putting up a barrier to communicating with you, better for you to respect this than contact her by phone again.Consider in a few weeks, so each of you has time to think over your happiness with the other person, to write her an email which states your interest to re-open the relationship.Who knows, you may even decide by the end of a few weeks, that you're fine without this particular relationship.Depending on her response to your email, you'll know whether and how much chance there is for the relationship to clear up the problems of the past and to continue."
230,How do I get my girlfriend back?,"New York, what would it mean about you if you got her back? Is that the only way you can like or forgive yourself...if she forgives you and takes you back? Your self respect doesn't need to rely on this working with her. She simply doesn't want to be with you, and every day that you refuse to honour her decision is another day that you hurt her all over again. Move on and heal, perhaps with the help of a therapist."
231,How do I get my guy to fall back in love with me?,"Hi Kansas,I think your first instinct was good; you broke up with him. You deserve respect, but right now you're not acting as if you deserve it when you push to see him as he's moving on with a new relationship. It's appropriate now for you to respect that relationship and listen to what he says he wants, which is space. Do you think he's going to be any different with her? This a common, unfounded fear we have. I wonder if maybe you miss the feeling of being in love and having a partner more than you miss him. The bottom line is you can't make someone love you, and you can't make someone be loving towards you, because how someone treats you (and the choices they make) has everything to do with who they are, and nothing to do with who you are. I hope you gather support from others and move on in hope and strength for your own future."
232,How do I get my husband back?,"There is always hope. So don't give up on hope.However, you knew I would say that, there is a lot work ahead of you.You need to see someone to talk things out.Get some space between you and your husband. Don't chase and please don't stalk him.Do some deep searching as to why he left and what part you had to cause the split.You can't change him but you are in control of your own change.With the help of a professional counselor you can get help and direction where you need to change."
233,How do I get my husband to listen to me?,"Thanks for writing. There are many different house of things that may be helpful here. I can give you some general ideas, but if some of these things don't get you to where you would like to go, consider seeing a therapist who specializes in couples:Remember that you can only guarantee change in yourself. You can ask him to make changes, but you can't control whether he does or not. You can control your reactions and what you do about your own thoughts, feelings, and actions in the relationship.If you're going to talk about something important or you really want him to listen, first ask whether this is a good time.Try to talk to him without blaming, finger-pointing, or asking him to change (this can be difficult, but it also opens a lot of doors for effective discussions).Be mindful of your packaging. By that, I mean that you may have a very important message that you're trying to get across. If you able to say it in a way that is clear and wrapped in such a way that he can hear what you're actually saying, that is helpful. If you are talking in ways that are angry, or as I sometimes say, wrapped in spikes, that can be difficult to hear and receive. Rather than hearing what you're actually trying to get across, he may just hear the fact that you are angry.If your husband is able to listen to you and/or restate what you are saying and get it right or close to right, let him know what that feels like to you and how important it is.If you're asking questions, try to avoid ""why"" question and use ""what makes, how, when, where, who"" instead. Questions starting with ""why"" can not only be difficult to answer, but can also trigger a lot of emotions that some people are not ready to deal with right away.Also, keep in mind that listening and being able to reflect what you are saying does not imply agreement. This may be something that would be good to discuss with your husband – just because he is hearing what you're saying doesn't mean that he's agreeing with you.Lastly, but importantly, some people really don't know how to listen effectively. There are people who just are not taught to do that until much later in their lives. Sometimes listening to someone can actually be very vulnerability-producing. It may be helpful to ask your husband if he knows what makes him struggle with being able to listen if you notice that he's really struggling."
