,Questions,Answers
98,how can i free myself from my narcissistic codependent ill mother,focus more on your own life and less on the very heavy descriptors you wrote to describe your momall the words you wrote represent psychological conditions which are either lifelong or take a lot of motivation and effort to changesince the only person who can change how your mom handles her life is your mom and you are the only one who can do the same for yourself devote more energy and time to living your own life fully despite the emotions you feel regarding her
99,how can i get out of my head and stop obsessive thoughts,scary thoughts can feel overwhelming at times as well as feeling quite real i want to acknowledge how scary they can feel but there is hope and new skills you can learn to work with these types of thoughts the first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them i also realize that might seem really hard to do but here's a good way to think about the brain and how thought patterns work thoughts arise in the mind all the time our brain is a thought machine many thoughts drift by like clouds and we do not pay any attention while other thoughts arise and they trigger us in a particulate way ie scary angry happy sad and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particulate thought stream that will lead to fear and anxiety so how do we work or stop those scary thought streams one new skill to implement comes from the work of rick hansen he wrote the book buddha's brain he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts hansen asks us to imagine the brain this way the brain is like velcro with negative thoughts and like teflon when it comes to positive thoughts there are reasons that our brain works this way but i do not have time to go into all of that in this response so it is just important to remember we have to work at positive thinking actually pausing throughout the day to focus on positive feelings and memories  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time if a scary thought arises try to replace it with a happy experience for at least a couple of moments and see if that helps reduce the negative charge connected with that scary thought
100,how can i get away from my phone,start by spending small amounts of time with your own thoughts and feelingsalways being focused on what a phone offers keeps people at a distance from knowing themselvesas long as you make time to spend in an activity which is not interactive the way a phone is and instead depends only upon your actions you will be investing time and energy into your own lifewhether by consciously considering your own interests or doing housecleaning or chores by devoting yourself to areas which you decide to be involved in you will increase your knowledge of your own intereststhen to not be so involved with your phone will be natural and easy
101,how can i get back to being the person i truly am,it seems like you may be experiencing depression symptoms they could be the triggered by unexpected life changes or building up throughout timethe important part is that you have identified them and wanting to change them  the first step is to establish a selfcare routine that will help you to feel centered and motivated go for walks or make any physical activity that you enjoy  eat balanced add whole grains and fibers to your diet make a point to rest at night and avoid naps practice a hobby that you love or look for a new one that you are curious about you mentioned that you feel unsettled in your soul explore your spirituality meditate about what makes your soul at peace and find ways to practice that or surround yourself by those activitiesif you find it difficult to begin talk to your therapist to identify roadblocks and ways to find motivation suicidal and homicidal thoughts are common but serious depression symptoms discuss them with your therapist contact your doctor or psychiatrist and call 911 if its and emergencyonce you feel stable you can focus on exploring the source of the problem and see if you need to make changes or learn coping skills that will help you manage it  it will also be a good time to explore your spirituality and your purpose in life that may help you to feel better with yourself and then happier around others¿cómo puedo volver a ser la persona que realmente soysiento que mi mente no está bien  my espíritu está intranquilo  no me siento feliz con las decisiones que tomo lo cual me hace infeliz con los demás me siento como un fracaso la mayoría del tiempo  siento que ya no soy bueno para nada siento que soy menos que los demásal parecer estas experimentando síntomas de depresión la cual puede ser causada por cambios recientes en tu vida o estarse acumulando a través del tiempolo importante en este momento es que tú reconoces los síntomas y estas buscando cambiar la situación  el primer paso sería trabajar en restablecer una rutina de cuidado personal que te ayude a sentirte emocionalmente estable y motivado sal a caminar o hacer alguna actividad física comienza a comer balanceado especialmente granos y fibras integrales  procura descansar en las noches y evita las siestas y practica algún tipo de actividad que hayas disfrutado en el pasado o que te de curiosidad  mencionaste que tu espíritu esta intranquilo explora tu espiritualidad y que te ayudaría a encontrar la paz busca la manera de hacer esa práctica una rutinasi te cuesta mucho trabajo iniciar estas actividades será bueno buscar a un consejero para que te ayude a identificar formas de estar motivado o obstáculos que te estén deteniendo  es común tener pensamientos que atentan en contra de tu vida o la de otros discútelos con tu terapeuta con tu medico primario o psiquiatra y llama al 911 si es una emergencia  ya que consigas estabilidad puedes comenzar a trabajar o explorar la causa del problema y ver si hay cambios mayores que debes hacer o destrezas que debes aprender para manejar el mismo también es un buen momento para explorar tu espiritualidad mas profundamente y tu propósito en la vida cuando encontramos un propósito y como ejercerlo tendemos a ser más felices con nosotros mismos y con los demás
102,how can i get counseling if my primary care physician will not help,i would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions ie pacific clinics hathaway sycamore pasadena mental health center burbank family center if you google affordable or low cost therapy in your particular area you will find resources to help you
103,how can i get into a relationship with a girl,if you mean “hooked up” as having sex with no care for the person and you’d like a girlfriend then realize relationships require more complex alignment with a partner than being a sex buddypay attention to all your feelings toward a girl so that you’ll approach someone who attracts you for reasons in addition to sexual allurealso the process of knowing someone takes much more time than only to sleep with someonehave patience and kindness toward yourself while you get to know the qualities which attract you to a potential girlfriend
104,how can i get my boyfriend to see my point of view when we argue,it is extremely frustrating when our significant other does not understand our points of view often times arguments are not the best opportunities to try and make a point as strong emotions can get in the way of understanding others' perspectives try having a discussion with him about what is bothering you during a time when neither if you are upset or arguing communicate how you feel without placing blame and without yelling addionally give him ideas of what he can do differently so that he understands what your expectations are lastly consider seeing a couple's therapist who can assist with teaching more effective communication techniques best of luck
105,how can i get my exgirlfriend back,given the short amount of time you know this girlfriend there is no history on which to make a judgment about the likelihood of what she will do nextcertainly she is confusing by telling you she likes you and is with someone new  and not giving you any explanation as to why she made her decisioni would suggest two possibilitiesspeak with her and ask her if she considers opening your relationship with heror simply wait and see what she does when you contact her in a friendly waypay attention to your own satisfaction levelif you get more answers from her which are not agreeable with you then it is time to put the hope for this relationship behind youthen you will have clear space to find someone who is as interested in you as you are in them
106,how can i get my fiancé to notice me again,hello it does not feel good when it seems that your partner no longer cares or cares less for you especially if your feelings have not changed it can be scary frustrating and lonely have you tried talking to him about your concerns i would suggest to start there there may be several reasons for his actions some of which may have nothing to do with how he feels for you learning about what is going on for him will likely answer your questions and depending on his response may cause some relief when initiating conversations about subjects that are sensitive there are a few things that you want to remember tell him how you are feeling and what you are experiencing rather than blaming him or telling him what he is doing wrong avoid using extreme black and white language  for example you may say something such as i feel confused that we are rarely intimate and i am wondering if you have also noticed this change versus you are never intimate with me anymore do not be afraid to ask him questions you deserve to know what is going on as his behavior is effecting your well being i like to ask openended questions instead of yes and no questions it allows for more clarity and deeper explanation lastly ask yourself what part you play in the recent changes does he feel that you have been distant does he need something from you let him know that you are willing to work things out as a team if communication attempts fail seeing a couple's therapist can be a great benefit having an objective party to coach you through this difficut time can give you the support that will create lasting changes in your relationshipbest of luck to you
107,how can i get my husband to listen to my needs and talk to me,it can be hard for husbands to hear that their wife is unhappy  by nature men tend to be more of the fix it type  so if they are sad they fix it  if their wife is sad they fix it  he may feel helpless to help you and that may be why he is saying those things to you  it is not that he does not care or that he does not take them seriously he might just have no idea how to help  i would start by making an appointment to talk with a therapist about your sadness  meeting with a therapist may help you to learn some tools and strategies that can help you to manage some of the sadness you are feeling  a therapist can also help you to gain some understanding and insight into why you might be experiencing sadness  depression is not something you have to sit with therapy can help  once your husband sees that you are being proactive in addressing your sadnessdepression he will probably be more open to listening to you and supporting you  he might start to have ideas and input on how you two can work together to change some of the situations or things that might be holding you bakc
108,how can i get my mother to listen to me without her freaking out,how can i get my mother to listen to me without her freaking outcommunication with our loved ones can be tricky but it is the key to maintaining a healthy and functional relationship with them at times it seems difficult to communicate with our family because many feelings and “undercover” messages are attached especially with our mothers who often provide advice and feel responsible for us it may feel like they are making everything about themselves as they express their worries and concernsso what to do first will be important to practice active listening skills to ensure that you are receiving and understanding the message without filtering it trough your own emotions or preconceptions of the person who speaks  second learn and practice assertive communication skills  those will help you to communicate a message clearly and in pieces  it also emphasizes using istatements to express how you feel at times when emotions become affected by the interaction  third you should practice by writing your istatement or role playing with your counselor   the trick with communication skills is that we need to practice them as often as possible until you to master them  you can also contact a family therapist to improve those skills if it becomes challenging or contact a mediator if more issues arise¿cómo puedo lograr que mi mamá me escuche sin alarmarse tantola comunicación con nuestros seres queridos puede ser dificultosa pero es la clave para mantener relaciones saludables y funcionales con ellos  a veces nos parece aun más difícil comunicarnos con nuestra familia porque hay muchos sentimientos y mensajes envueltos en la comunicación  especialmente nuestras  madres  pueden hacer parecer que están convirtiendo el asunto en algo personal cuando se sienten preocupadas y responsables por nosotros y nuestras acciones¿y qué hacemos  primero debemos aprender a escuchar activamente para asegurarnos de que comprendemos el mensaje y que no lo estemos filtrando a través de nuestras emociones e ideas de la otra persona segundo aprende y practica comunicación asertiva  esto te ayudara a comunicar un mensaje claramente y en pedazos  también te ayudar a aprender expresiones del yo para identificar sentimientos afectados durante la interacción  tercero es importante que practiques estas destrezas ya sea escribiendo o con tu consejero  el secreto está en practicar las técnicas de comunicación cuantas veces sea posible hasta que las uses espontáneamente  si tienes dificultad aprendiendo estas técnicas o el conflicto con tu mama es uno muy difícil de resolver puedes contactar un consejero o mediador familiar para que te asista
109,how can i get over my ocd and anxiety,possibly yes and definitely worth a tryfirst read about different types of therapy for ocd so that you find a therapist who does the type of therapy which feels best when you read about it
110,how can i get over my depression and grief,it is never to late to get help with grief  get help as soon as possible before you are feeling the same way 5 years from now  you will always miss your dad but getting help with coping with his loss will make life easier to live
111,how can i get over my exboyfriend cheating on me,the dilemmas you present are giving you a great chance to understand your true reasons for being in a relationshipcontinue developing some points you have written herethat you grew up sensing andor witnessing your mom's emotional pain from your dad cheating on her very likely set a standard in your inner self to expect similar circumstances in your relationship lifethis is a natural dynamic which happens for all of us  what we observe in our growing up households is what we understand as normal no matter how bad it actually isafter all children do not have the ability to separate that what their own parents do is wrong compared with the rest of our cultureit is natural to long for a relationshipwhat you have the chance to do now is distinguish the reasons for your longingis it to attach to someone who has hurt you has not shown you any understanding of having hurt you and whose validation even if he says validating words has little meaning because people who validate are not the ones who harm usif you are able to teach yourself that those who love us do not harm us and to develop new expectations for yourself of feeling good from how your partner treats you then you will be showing yourself a road that will benefit you for your entire lifetime
112,how can i get over my fear of accidental pregnancy to have sex again,i would suggest possibly talking with a physician about all the different types of protection they may be able to help you to know about all of the options that are availableit sounds like your partner is open to understanding your concerns perhaps until you have the chance to speak with someone about the effectiveness of different contraception and forms of protection are either of you open to other forms of engaging in sexual intimacy 
113,how can i get over my fear of public embarrassment,hello and thank you for your question first i want you to know that you are certainly not alone on this issue everyone at some point in time has a fear of public embarrassment but for many people this fear can become so awful that it begins to have a real negative impact on their quality of life  they will try to avoid any situation that they even think will cause them embarrassment or anxiety escaping a possible embarrassing moment by avoiding or isolating may cause some relief at first but then many times the avoidance will eventually lead to loneliness isolation and even despair by avoiding we can also miss out on things that make us feel alive and bring enjoyment there are many selfhelp books that offer advice on this issue you can do an internet search and i recommend reading the reviews of the book that is  great way to find out if others have found the book helpful another option is to seek a counselor to help you with this fear i would recommend a counselor who specializes in helping people who have anxiety or social anxiety acceptance and commitment therapy is  a good choice for helping with anxiety but there are many others the truth is that anxiety and fear of embarrassing ourselves is not something that any of us will ever get over but we can learn to respond to those feelings differently a colleague may offer some other advice as well be wellrobin landwehr dbh lpc ncc
114,how can i get over my posttraumatic stress disorder without my parents knowing about it,post traumatic stress disorder is a very complex issue  it is the root cause of many other issues including depression anxiety and anger to name a few  reexperiencing the event is a telltale symptom of ptsd  one of the best things you can do for yourself is to find someone who specializes in this area to help you work through the symptoms associated with this disorder as well as directly addressing the eventevents that initially caused the symptoms  there are various treatment methods available to helping professionals that are successful in treating this disorder  in the meantime there is a book called the body keeps the score it is informative and may be helpful for you on your journey  it is my hope that you are not dealing with this alone   best wishes
115,how can i get over social anxiety,individual andor group therapy can be a powerful antidote for social anxiety often in therapy the things that tend to get in the way of our securing satisfying and lasting personal relationships will appear in some way in the therapy relationship and a competent therapist will be able to help you work through this anxiety in a sensitive way and eventually encourage you to seek out the personal relationships that you want in group therapy you have an opportunity to have a relationship not only with the therapist but several other people who are all in the group in order to give and receive mutual support to one another
116,how can i get over the past in my relationship,new york new yorkit is not your boyfriend's lying that concerns me the most it is the lies you tell yourself verbal expressions are easy but it is walking the walk that is more important in the end when someone shows you what they are capable of you can believe them he is capable of being manipulative and deceitful and he even lies as he is telling you he will stop lying what you are doing is called denial when you see evidence of something but you choose not to believe the evidence he might love you with his heart but love in the end is a verb and is based on respectful loving behaviours my wish is that you start by believing in what you deserve
117,how can i get over this girl i only knew for a year,one way to make good use of the situation you describe is to prepare and rehearse within yourself the way you would handle a similar situation in the futuresince a lot of time has gone by since you and this girl saw each other on a regular basis right now you have got no idea if you would feel the same way about her today as you did a few years agothe relationship does point out the priorities and values you hold for a potential partner  that you liked the friendliness you shared is good for you to recognize  this way you realize you like friendship as a relationship property  to have lots of similar interests is another quality you appreciate in a partnerthe more you know about what you do and do not like in a partner the greater your chance to notice these qualities in someone new who comes along your path
118,how can i get people to listen,first of all i am sorry that you have been missing out on your childhood it may help you to know that many of us feel that we have missed out on our childhoods as well and that despite such deprivations for many of us our adult lives have been extraordinarily fulfilling due to our opening up to trusted adults i recommend that you find a trustworthy adult to talk to this may be a teacher a coach a school counselor a minister a family member or a friend's family member if none of these are available try out a professional counselor social worker psychiatric nurse practitioner psychologist or a psychiatrist it is best to get a referral for such a professional from a peer who has had a positive and safe experience with a particular provider
119,how can i get rid of my laziness,possibly laziness is not the true problem and is only what appears as the problemsince you describe your laziness as an observable quality i assume you have not always felt or handled yourself this wayquite possibly and more likely the particular conditions of your current life are not ones that are optimal for feeling good about yourself and your involvementsone suggestion is to see if there is any purpose to what you are doing in all the areas in which you see yourself acting from lazinessif you are not able to notice any good purpose then you may be mistaking laziness for a significant amount of stress in your lifestress can be opened and understood  if stress is what underlies what appears as laziness then you define the contributors to your stressnot feeling enough support in your life financial uncertainty arguments w people who are close in your life feeling misunderstood overall or by particular people all are possibilitiesgood luck in learning more about who you are
120,how can i get some closure on an experience i regret,writing about your high school masturbation times with your friend is itself a form of acknowledging the full picture of who you are   you are doing well to reflect on your actions in the truthful way you are doingalso positive is that you have perspective that at your age and social maturity you were innocently doing something that in adult terms would be considered in a negative waymaybe through your more mature mind's eye of today you can feel some compassion and understanding for your high school self  this way your sense of selfjudgment may start to dissolve a little bit more
121,how can i have a better relationship with my father,thanks for the question regardless of whether or not you are sensitive it is okay to want better communication with those who are important to you when we feel that we are being talked down to or being ridiculed it is difficult to not take it personally it sounds like you have taken the first and necessary step in resolving this by bringing up the issue to him is it possible that the delivery of your message is causing him to feel blamed or defensive try communicating with him during a time when you are not upset and when it is out of context begin your statements with i as opposed to you for example you can tell him i feel angry when you raise your voice at me instead of you always yell at me also avoid using black and white terms such as never and always additionally offer sugggestions as to ways that he can better communicate with you maybe he just does not know how to lastly when delivering a message i like to use the sandwich method by starting off the discussion with something postive and ending it with something postive for example you may say something to the effect ofdad i enjoy the discussions we share and really value your opinion there are times that i feel angry when you talk to me aggressively perhaps you can try talking to me using a calmer tone when i bring up heated topics let's try and work on this together i will try to be less sensitive and i am asking that you be more calmi hope you find this useful
122,how can i have a better relationship with my mom,the best way to work on a relationship is for both people to engage with the problem and start communicating with each other more effectively  one of the hardest things about this however is getting both people within the relationship to recognize that they are both responsible for the successes and failures within the relationship and remove all the allornothing blame the best style of communication is open and asking for clarification why not try asking your mother why this particular fightsituation is eliciting such an angry response  often the simple act of expressing that we do not understand the other persongs point of view can open the doors to better levels of communication the hardest part is trying to remain humble as we seek out that clarification and avoid the blaming language we are so used to using in such times
123,how can i have a better sex life when i do not like sex,there are many different ways that can be approached in your situation1 i would recommend a complete medical examination including blood test i would want to know if there are any medical issues in your low sex drive2 where is your husband in this situation is he resentful accepting demanding or neutral3 what is your past sexual history has this had an affect on your current issue4has there been problems in your past with abuse of any kind5 understand that intimacy is more than sex what other ways can you be close to your spouse6 it sounds like there is some confusion about sexual intimacy from both of youcouples counseling would be a great place to start all of these areas need to be explored before any treatment goals can be establishedyou need to talk with a professional counselor to explore how to better connect with your spouse
124,how can i have a normal sex life with my significant other when i keep having triggers from past sexual abuse,have you sought the support of a therapist really qualified in working through sexual trauma it can take some work but healing is possible if you feel able to it may also help to open a dialogue with your boyfriend about what you need from him when you have these flashbacks let him know what some helpful responses may be
125,how can i help my boyfriend's anger issues,i’m glad that you are reaching out for help all of this sounds overwhelming and confusing all of what you discribed is common in an abusive relationship unfortunately there isn’t anything you can do that will change his behavior he has to make that decision for himself it is difficult for abusers to do this because they have to admit that thier behavior is fully thier responsibility abusers a lot of times will say they’re sorry or make promises to change and then turn around and become abusive again i would strongly discourage any couples counseling because in an abusive relationship this can become very dangerous for the victim individual therapy for both of you you be a safer rout i would also encourage you to reach out to a domestic violence non profit near you because they can help you safety plan and provide counseling if you want it here is some information on the cycle of violence that might be helpful for you  httpwwwbfwcorgpdfcycle%20of%20violencepdfi hope you are safe and i wish you the best
126,how can i help my daughter with her severe depression and her obsessive form of thinking,your instinct to help your daughter is naturalhow you proceed depends a lot on whether she recognizes she has a psychological and emotional problem or if only you see this from observing heralso her age matters a lot in what way would be most likely to succeed in addressing the problems you describeif you and your daughter have different opinions as to whether or not she has problems and she is above the legal age of when you have authority over her life then you can only suggest to her that therapy may benefit herif your daughter is in your legal control then you can locate a counselor nearby discuss your situation with that person and depending on the outcome you would be within your parenting right to take your daughter to a counselorstarting therapy without willingness to do so is risky  the person may feel resentful enough to not participate   and sometimes the counselor is skillful enough to find a path to your daughter or any patient's selfinterest and engage them in therapyfamily counseling regardless of your daughter's age is another way to bring your concerns to your daughter's attention in a therapy environment in which a counselor would be able to help distinguish the seriousness of your daughter's psychological problem from simply a difference in viewpoints between you and your daughter in how to handle certain situationsalso if you believe your daughter is a threat to herself then instead of this slower route get in touch with the emergency psychological assessment service in your town for a more immediate response
127,how can i help my fiancé accept and let go of my past,one of the sometimes difficult things about being in a relationship is the fact that you can make goals for yourself but you cannot make goals for your partner if your fiancé wants to learn to live more in the present and learn to let go of the past or move in a different direction you can certainly assist him but you cannot independently make it happeni wonder if both of you would be willing to have a discussion where he is able to explain to you what he is experiencing and you are able to listen for five 10 15 minutes in a way that is not blaming or pointing fingers or asking him to change but just listening so you can have more details and ask questions that you may have about what certain things mean when it feels like to to him when this is discussed etc at that point maybe he would willing to listen to your thoughts on the subject as wellalso if he wants to make a change it may be helpful to see a therapist who specializes in working with couples sometimes changes such as these require a great deal of personal awareness and there can be quite a bit of emotions attached so it is often helpful to have someone there to assistit may also be nice to have a discussion where you consider what makes you feel valued appreciated special or loved and also consider what makes your fiancé feel that way
128,how can i help my girlfriend,you are probably not going to like my answeryour question says a lot about what you want rather than what she wants or what may be best for her sometimes what's best for a person is the hardest thing to do and may be completely opposite of what you wantaddictions do not happen in a vacuum if you have had any experience with addicts at all then i am sure you have heard the term enabler a lot of the times when people think they are helping they are actually enabling the addict to continue their selfdestructive behavior tough love and clear boundaries are needed in a lot of situations but especially with addictions family and friends are often the biggest contributing factor to someone choosing to usedrink continuing to do so or relapsing back into ityou said she recently quit you said she is depressed she wants to move when a person receives counseling for addictions they are encouraged to make changes like this they need to break the habit and this means removing people from their lives at times it means moving to new locations anything that may trigger a relapse needs to be identified and removed not only that but the addict needs to do a lot of personal reflection to figure out why they usedrink in the first place and not only break the physical addiction to it but deal with whatever is the root cause that led them to use in the first place she may need some time alone to figure out who she is as a person time to make some decisions for herself and do what she needs to do to be healthydo not pressure her to stay let her have the freedom to do what she needs to do if she stays the decision needs to be hers and hers alone it does not need to be made under pressure that will only lead to resentment support her but do not try to change her or make her do anything especially for selfish reasons let her go it sounds like she needs some time to focus on herself right now it would not be a bad idea for you to do the same
129,how can i help my husband after a suicide attempt,i am thankful to read your husband found care and that his suicide attempt was not successful   while he was hospitalized and prior to his release your husband would have been provided in writing a selfcare action plan this typically includes things like committing to a contract 'not to harm' and what to do if he felt overwhelmed by his anger depression and hopelessness  additionally his protocol would have provided instructions for his taking medication as directed having a followup appointment with his psychiatristpsychologistclinical social worker and participating in some form of small group support  if your husband's struggling as you describe and you are feeling overwhelmed or frightened for his safety i would encourage you to seek immediate assistance
130,how can i help my kids get along,that is a good question unfortunately there is no generic answer with this one kids fight for different reasons  wanting attention wanting respect feeling jealous wanting space and to be left alone or a whole bunch of other reasons regardless of the underlying motivations for fighting most conflicts result from misunderstandings and assumptions about the motivations of others and one of the best ways to start figuring out what is going on is to sit them down and have some conversations with them these conversations should be centred on getting a better understanding of why they are angry with each other and really understanding them it is important that they each know that you are committed to understanding their experience rather than simply sitting them down and lecturing them about what they are doing wrong the more they are able to understand each other and feel understood the more likely they will be cooperative and considerate of each other one exercise for doing this that can be very helpful is active listening where one person speaks and the other person reflects back what they heard the other person say and then checks for understanding this is hard to do but it often illuminates where the misunderstandings and assumptions are if this does not work it may be time to get a family therapist or counsellor involved who can help facilitate dialogue and resolve conflict
131,how can i help my son succeed in life when he refuses it,i admire your efforts you can continue to offer assistance for your son but it is ultimately up to him to decide what to do with the information or ideas that you are giving to himone thing you might try is to ask questions in a way that enables you to learn more about what he is experiencing for example if he is willing to talk to you about what he does on a daily basis andor what he would like to be doing you may be able to get a sense of what he finds difficult and find some resources to helpi might ask things like this can we talk for a few minutes about some things that i would like to learn more abouti am just looking to learn more about what has been happening for you recently and i am not trying to make you do anythingi know you said you quit your job because you did not like it could you tell me more about what you liked and what you did not likedo you see yourself doing the same kind of job in the futurewhat is it that makes you happy or what is it that you look forward to doingcan you think of anything that i can do to be of support to youif he is interested you may be able to connect him with an area community college to learn more about possible job opportunitieswith the way that i wrote the questions above it probably sounds like it is relatively easy in reality it may not be an easy conversation and your son may choose not to discuss it with you if that is the case i would remind yourself that you are trying to do everything you can
132,how can i help my toddler with toilet training when he gags every time he sees his poop,your son is showing signs that he is just not ready to be toilet trained you do not say how old he is so i am not sure whether the problem is deeper but right his fears may reflect that right now he is simply be not ready to take that step pushing him at this point could worsen the problem so i suggest pulling back the expectations waiting a month or two looking for more signs of readiness and trying again in general teaching children to use the toilet works best when mistakes are handled calmly and when parents pay close attention to cues that the child is responding positively
133,how can i help myself and change my behavior,the best way to handle anxiety of this level is with a combination of appropriate medication given to you by a medical doctor and therapy to help you understand the thoughts feelings and behaviors that are causing the anxiety this is not something that anyone should just “white knuckle” and try to get through on their own with no help cognitive behavioral therapy is a technique that has been proven helpful for depression and anxiety this takes a therapist trained in cbt you will learn to recognize when and why you perform the behavior of hitting your head help you deal with the underlying cause of this and replace the behavior with a more positive behavior you will learn coping skillsyou mention having a rough childhood anyone who has experienced trauma like this especially longterm ongoing trauma from abuse of any kind definitely does not need exposure therapy which is what is recommended for phobias you need a therapist trained specifically in trauma informed therapyyou are on the right path by recognizing there is an issue and what it is good luck with your healing journey
134,how can i improve my relationship with my daughter,as frustrating and probably hurtful as your daughter's comments sound there's also a message in them about how she genuinely feelsto some degree your daughter and you may both feel similarly misunderstood by the otherdeveloping ways of listening and talking to one another to better understand how you each feel would probably help a lotone major point to be aware is that the motherdaughter relationship dynamic because it is strong may slow the new dynamic of relating as two adultswatch for your own tendency to expect your daughter to consider you as a parenting authority instead of considering her as a grown personthe same is true of your daughter  she may need to remind herself to talk to you as the adult she isher needs from you are real they just need to be spoken to you in an adult way
135,how can i just be happy and not mad all the time,anger often comes with a lot of other emotions consider what else you may be feeling at the same time and keep track of your different mood changes you may be able to notice patterns such as being more frustrated when you do not sleep well if you do feel as though you are mad all the time can you think of any exceptions so you can see what is different in those times
136,how can i keep a long distance relationship going,hello you are asking a very good question about how to sustain a longdistance relationship although maintaining a longdistance relationship has its challenges with the proper communication commitment and understanding many longdistance couples are able to thrive and maintain a close connection without knowing more about the complicated nature of your relationship i wonder whether your boyfriend has given you reason not to trust him that makes afraid that he will find someone else has he cheated on you in the past and has shown romantic interest to another person that made you fear losing him  or is your thought just a fear but not based on evidence knowing that distinction is important because if it is the latter you may benefit from refocusing on the wonderful qualities about your partner that makes you feel good about him and the relationship rather than focusing on the unknown or uncertainty of the future the more you focus on what if situations the more you may feel anxious about a reality that is not accurate and make you act in ways that are insecure however if there is reason for you to question his fidelity you may have to speak to your boyfriend about how to build trust in the context of a longdistance relationship to help the conversation you may need to consider what you may need to experience or receive as support to feel safe in the relationship to build trust is that you wish him to contact you regularly or to include you more in his life or to make a clear commitment for many of my clients in my private practice that may include talking to their partner often and using a variety of modalities including text phone and skype it is hard to believe in a relationship when you never talk to your partner and it is hard to build a relationship when you do not know what's going on in your partner's life other times it is making sure they talk often to their longdistance partner so that they can participate in each others lives and to feel their presence regular communication understanding and caring is the key to sustaining any relationship but this is especially true for longdistance ones dr virginia chowwwwpsychologyresourceca
137,how can i know what my sexual orientation is,hello  thank you for your question  exploring your sexual orientation and attraction is a wonderful opportunity to get to know yourself  i would be curious to know what feelings you might have related to the possibility of being bi what messages you may have received related to this orientation and any concerns you have about possible sexual orientations
138,how can i learn to be content and at peace,hello  what you are experiencing is entirely reasonable for someone that is still trying to adjust to a new life and also leave behind a long term relationship  it sounds like you lost touch with who you were as a person and need to start exploring that side of you again  spend time doing things that you have been putting off or did not do because you were involved  take the time to become one with yourself before you get into another serious relationship  regaining selfconfidence on yourself will help you with all other areas of life  it is time to make you a priority and to start focusing on your mental and physical well being  get connected with your community and find things you would want to do that give you purpose and lift you  before too long you will be in your way to being content and in total control of your mind and at peace  best of luck mirella
139,how can i learn to not shut down and say what's wrong with me,maybe you need more time to reflect and organize your thoughtstry to figure out what would make you feel more relaxed about talking to your dad or stepmomalso its possible you simply do not feel safe around either of them and so intuitively realize you are better off not talking with them about a delicate matterdepending on whether you trust talking to dad and stepmom you may simply wish to excuse yourself from speaking about yourselfthere's no good reason to be heartfelt with people whom you do not feel are willing to accept or understand who you are
